population,model,domain,group,method,n,acc_direct,gap_direct,ece_direct,ece_method,d_ece
class,q9b,dogs,samoyed,lcd,24,0.0,0.5885,0.5885,0.7152,0.1267
class,q9b,dogs,schipperke,lcd,24,0.0,0.6651,0.6651,0.7916,0.1265
class,q9b,dogs,scotch_terrier,lcd,24,0.0,0.6621,0.6621,0.7804,0.1183
class,q9b,dogs,scottish_deerhound,lcd,24,0.0,0.5928,0.5928,0.7409,0.1481
class,q9b,dogs,sealyham_terrier,lcd,24,0.0,0.6669,0.6669,0.8672,0.2004
class,q9b,dogs,shetland_sheepdog,lcd,24,0.0,0.6607,0.6607,0.696,0.0353
class,q9b,dogs,shih,lcd,24,0.0,0.7101,0.7101,0.8059,0.0958
class,q9b,dogs,siberian_husky,lcd,24,0.0,0.6524,0.6524,0.5477,-0.1048
class,q9b,dogs,silky_terrier,lcd,24,0.0,0.701,0.701,0.7819,0.0809
class,q9b,dogs,soft,lcd,24,0.0,0.711,0.711,0.8427,0.1317
class,q9b,dogs,staffordshire_bullterrier,lcd,24,0.0,0.7132,0.7132,0.7789,0.0657
class,q9b,dogs,standard_poodle,lcd,24,1.0,-0.5496,0.5496,0.2975,-0.2521
class,q9b,dogs,standard_schnauzer,lcd,24,0.0,0.7064,0.7064,0.8458,0.1393
class,q9b,dogs,sussex_spaniel,lcd,24,0.0,0.6716,0.6716,0.7539,0.0823
class,q9b,dogs,tibetan_mastiff,lcd,24,0.0,0.6995,0.6995,0.7662,0.0667
class,q9b,dogs,tibetan_terrier,lcd,24,0.0,0.7798,0.7798,0.9303,0.1505
class,q9b,dogs,toy_poodle,lcd,24,0.8333,-0.3317,0.3527,0.2124,-0.1402
class,q9b,dogs,toy_terrier,lcd,24,0.9583,-0.24,0.2542,0.1632,-0.0909
class,q9b,dogs,vizsla,lcd,24,0.0,0.7391,0.7391,0.8048,0.0657
class,q9b,dogs,walker_hound,lcd,24,0.9583,-0.2918,0.3298,0.1856,-0.1442
class,q9b,dogs,weimaraner,lcd,24,0.0,0.6614,0.6614,0.5507,-0.1107
class,q9b,dogs,welsh_springer_spaniel,lcd,24,0.0,0.7047,0.7047,0.7536,0.0488
class,q9b,dogs,west_highland_white_terrier,lcd,24,0.0,0.7464,0.7464,0.8725,0.1261
class,q9b,dogs,whippet,lcd,24,0.0,0.6571,0.6571,0.7583,0.1012
class,q9b,dogs,wire,lcd,24,0.0,0.6569,0.6569,0.7919,0.135
class,q9b,dogs,yorkshire_terrier,lcd,24,0.0,0.6182,0.6182,0.7751,0.1569
stratum,q9b,dogs,low_acc,vcd,720,0.0014,0.6558,0.6558,0.7651,0.1092
stratum,q9b,dogs,low_acc,mib,720,0.0014,0.6558,0.6558,0.4452,-0.2107
stratum,q9b,dogs,low_acc,lcd,720,0.0014,0.6558,0.6558,0.7344,0.0785
stratum,q9b,dogs,middle,vcd,1440,0.0,0.6647,0.6647,0.7904,0.1257
stratum,q9b,dogs,middle,mib,1440,0.0,0.6647,0.6647,0.4112,-0.2535
stratum,q9b,dogs,middle,lcd,1440,0.0,0.6647,0.6647,0.7495,0.0848
stratum,q9b,dogs,high_acc,vcd,720,0.5375,0.0492,0.146,0.2496,0.1035
stratum,q9b,dogs,high_acc,mib,720,0.5375,0.0492,0.146,0.1445,-0.0015
stratum,q9b,dogs,high_acc,lcd,720,0.5375,0.0492,0.146,0.2484,0.1024
bin,q9b,dogs,bin1,vcd,360,0.0,0.649,0.649,0.7563,0.1073
bin,q9b,dogs,bin1,mib,360,0.0,0.649,0.649,0.348,-0.301
bin,q9b,dogs,bin1,lcd,360,0.0,0.649,0.649,0.7058,0.0567
bin,q9b,dogs,bin2,vcd,360,0.0,0.6535,0.6535,0.779,0.1255
bin,q9b,dogs,bin2,mib,360,0.0,0.6535,0.6535,0.4712,-0.1824
bin,q9b,dogs,bin2,lcd,360,0.0,0.6535,0.6535,0.7115,0.0579
bin,q9b,dogs,bin3,vcd,360,0.0,0.653,0.653,0.7536,0.1005
bin,q9b,dogs,bin3,mib,360,0.0,0.653,0.653,0.4131,-0.2399
bin,q9b,dogs,bin3,lcd,360,0.0,0.653,0.653,0.7558,0.1028
bin,q9b,dogs,bin4,vcd,360,0.0,0.6541,0.6541,0.7861,0.132
bin,q9b,dogs,bin4,mib,360,0.0,0.6541,0.6541,0.4575,-0.1966
bin,q9b,dogs,bin4,lcd,360,0.0,0.6541,0.6541,0.7441,0.09
bin,q9b,dogs,bin5,vcd,360,0.0,0.649,0.649,0.7945,0.1455
bin,q9b,dogs,bin5,mib,360,0.0,0.649,0.649,0.3841,-0.265
bin,q9b,dogs,bin5,lcd,360,0.0,0.649,0.649,0.6981,0.049
bin,q9b,dogs,bin6,vcd,360,0.0,0.6727,0.6727,0.7782,0.1055
bin,q9b,dogs,bin6,mib,360,0.0,0.6727,0.6727,0.4103,-0.2624
bin,q9b,dogs,bin6,lcd,360,0.0,0.6727,0.6727,0.7614,0.0887
bin,q9b,dogs,bin7,vcd,360,0.15,0.4745,0.5058,0.637,0.1311
bin,q9b,dogs,bin7,mib,360,0.15,0.4745,0.5058,0.2883,-0.2176
bin,q9b,dogs,bin7,lcd,360,0.15,0.4745,0.5058,0.5428,0.037
bin,q9b,dogs,bin8,vcd,360,0.9278,-0.3369,0.3379,0.195,-0.1429
bin,q9b,dogs,bin8,mib,360,0.9278,-0.3369,0.3379,0.2868,-0.0511
bin,q9b,dogs,bin8,lcd,360,0.9278,-0.3369,0.3379,0.1558,-0.1821
mixture,q9b,dogs,alpha=0.0,vcd,600,0.0013,0.6561,,,0.109
mixture,q9b,dogs,alpha=0.0,mib,600,0.0013,0.6561,,,-0.2115
mixture,q9b,dogs,alpha=0.0,lcd,600,0.0013,0.6561,,,0.0781
mixture,q9b,dogs,alpha=0.1,vcd,600,0.0552,0.5947,,,0.1108
mixture,q9b,dogs,alpha=0.1,mib,600,0.0552,0.5947,,,-0.1969
mixture,q9b,dogs,alpha=0.1,lcd,600,0.0552,0.5947,,,0.0848
mixture,q9b,dogs,alpha=0.2,vcd,600,0.1088,0.5341,,,0.1125
mixture,q9b,dogs,alpha=0.2,mib,600,0.1088,0.5341,,,-0.1812
mixture,q9b,dogs,alpha=0.2,lcd,600,0.1088,0.5341,,,0.0936
mixture,q9b,dogs,alpha=0.3,vcd,600,0.1628,0.4728,,,0.1139
mixture,q9b,dogs,alpha=0.3,mib,600,0.1628,0.4728,,,-0.1656
mixture,q9b,dogs,alpha=0.3,lcd,600,0.1628,0.4728,,,0.1003
mixture,q9b,dogs,alpha=0.4,vcd,600,0.2159,0.4131,,,0.1141
mixture,q9b,dogs,alpha=0.4,mib,600,0.2159,0.4131,,,-0.1528
mixture,q9b,dogs,alpha=0.4,lcd,600,0.2159,0.4131,,,0.1045
mixture,q9b,dogs,alpha=0.5,vcd,600,0.2685,0.3534,,,0.1138
mixture,q9b,dogs,alpha=0.5,mib,600,0.2685,0.3534,,,-0.138
mixture,q9b,dogs,alpha=0.5,lcd,600,0.2685,0.3534,,,0.1108
mixture,q9b,dogs,alpha=0.6,vcd,600,0.3236,0.291,,,0.1102
mixture,q9b,dogs,alpha=0.6,mib,600,0.3236,0.291,,,-0.1236
mixture,q9b,dogs,alpha=0.6,lcd,600,0.3236,0.291,,,0.111
mixture,q9b,dogs,alpha=0.7,vcd,600,0.3772,0.2306,,,0.1029
mixture,q9b,dogs,alpha=0.7,mib,600,0.3772,0.2306,,,-0.1015
mixture,q9b,dogs,alpha=0.7,lcd,600,0.3772,0.2306,,,0.111
mixture,q9b,dogs,alpha=0.8,vcd,600,0.4301,0.1707,,,0.0968
mixture,q9b,dogs,alpha=0.8,mib,600,0.4301,0.1707,,,-0.0724
mixture,q9b,dogs,alpha=0.8,lcd,600,0.4301,0.1707,,,0.108
mixture,q9b,dogs,alpha=0.9,vcd,600,0.4836,0.1101,,,0.0928
mixture,q9b,dogs,alpha=0.9,mib,600,0.4836,0.1101,,,-0.044
mixture,q9b,dogs,alpha=0.9,lcd,600,0.4836,0.1101,,,0.1027
mixture,q9b,dogs,alpha=1.0,vcd,600,0.5386,0.0481,,,0.1036
mixture,q9b,dogs,alpha=1.0,mib,600,0.5386,0.0481,,,-0.0006
mixture,q9b,dogs,alpha=1.0,lcd,600,0.5386,0.0481,,,0.1045
